method,method_type,train_scenario,eval_scenario,run_index,train_seed,evaluation_seed,episode_index,episode_seed,step_index,unit_index,resource_type,unit_order,unit_order_position,selected_action,selected_target,selected_noop,base_action_legal,conditional_action_legal,ammo_before,cooldown_before,energy_before,num_base_legal_targets,num_conditional_legal_targets,num_conditional_high_threat_targets,prefix_denied_target_count,avoidable_noop,selected_high_threat,target_alive,target_threat,target_payload,target_time_to_impact,target_distance,hit_probability,damage_potential,expected_damage_reduction,best_expected_damage_reduction,matching_efficiency,target_already_selected_by_prefix,shot_fired,hit,target_intercepted,target_status_after
autoregressive_ppo_order_012,learning_frozen_replay,medium,medium,0,0,30000,0,30000,5,1,missile,0-1-2,1,5,,True,True,True,3,0,1.0,4,4,0,0,True,False,,,,,,,,,0.13903279895808374,,False,False,False,False,
autoregressive_ppo_order_012,learning_frozen_replay,medium,medium,0,0,30000,0,30000,5,2,laser,0-1-2,2,5,,True,True,True,10,0,1.0,0,0,0,0,False,False,,,,,,,,,0.0,,False,False,False,False,
autoregressive_ppo_order_012,learning_frozen_replay,medium,medium,0,0,30000,0,30000,6,0,missile,0-1-2,0,5,,True,True,True,0,0,1.0,0,0,0,0,False,False,,,,,,,,,0.0,,False,False,False,False,
autoregressive_ppo_order_012,learning_frozen_replay,medium,medium,0,0,30000,0,30000,6,1,missile,0-1-2,1,5,,True,True,True,3,0,1.0,4,4,0,0,True,False,,,,,,,,,0.14694421296455756,,False,False,False,False,
autoregressive_ppo_order_012,learning_frozen_replay,medium,medium,0,0,30000,0,30000,6,2,laser,0-1-2,2,5,,True,True,True,10,0,1.0,0,0,0,0,False,False,,,,,,,,,0.0,,False,False,False,False,
autoregressive_ppo_order_012,learning_frozen_replay,medium,medium,0,0,30000,0,30000,7,0,missile,0-1-2,0,5,,True,True,True,0,0,1.0,0,0,0,0,False,False,,,,,,,,,0.0,,False,False,False,False,
autoregressive_ppo_order_012,learning_frozen_replay,medium,medium,0,0,30000,0,30000,7,1,missile,0-1-2,1,5,,True,True,True,3,0,1.0,4,4,0,0,True,False,,,,,,,,,0.154830322997265,,False,False,False,False,
autoregressive_ppo_order_012,learning_frozen_replay,medium,medium,0,0,30000,0,30000,7,2,laser,0-1-2,2,5,,True,True,True,10,0,1.0,0,0,0,0,False,False,,,,,,,,,0.0,,False,False,False,False,
autoregressive_ppo_order_012,learning_frozen_replay,medium,medium,0,0,30000,0,30000,8,0,missile,0-1-2,0,5,,True,True,True,0,0,1.0,0,0,0,0,False,False,,,,,,,,,0.0,,False,False,False,False,
autoregressive_ppo_order_012,learning_frozen_replay,medium,medium,0,0,30000,0,30000,8,1,missile,0-1-2,1,5,,True,True,True,3,0,1.0,4,4,0,0,True,False,,,,,,,,,0.16268852605820489,,False,False,False,False,
autoregressive_ppo_order_012,learning_frozen_replay,medium,medium,0,0,30000,0,30000,8,2,laser,0-1-2,2,5,,True,True,True,10,0,1.0,1,1,0,0,True,False,,,,,,,,,0.008790860715620418,,False,False,False,False,
