threshold,passed_seed_count,minimum_seed_constraint_margin,mean_balanced_accuracy,minimum_worst_batch_engage_recall,minimum_worst_batch_noop_recall,minimum_worst_scenario_engage_recall,minimum_worst_scenario_noop_recall
-0.4337364137172699,0,-0.65,0.725,0.8095238095238095,0.0,0.8214285714285714,0.3103448275862069
-0.4220674932003021,0,-0.65,0.7264492753623188,0.8095238095238095,0.0,0.8214285714285714,0.3103448275862069
-0.41076405346393585,0,-0.65,0.7278985507246377,0.8095238095238095,0.0,0.8214285714285714,0.3103448275862069
-0.40461327135562897,0,-0.65,0.7293478260869565,0.8095238095238095,0.0,0.8214285714285714,0.3103448275862069
-0.39834126830101013,0,-0.65,0.7307971014492752,0.8095238095238095,0.0,0.8214285714285714,0.3103448275862069
-0.39658592641353607,0,-0.65,0.7322463768115942,0.8095238095238095,0.0,0.8214285714285714,0.3448275862068966
-0.3945426195859909,0,-0.65,0.7336956521739131,0.8095238095238095,0.0,0.8214285714285714,0.3448275862068966
-0.3939259648323059,0,-0.65,0.7312446717817561,0.7619047619047619,0.0,0.8214285714285714,0.3448275862068966
-0.3877519965171814,0,-0.65,0.7287936913895994,0.7619047619047619,0.0,0.8214285714285714,0.3448275862068966
-0.38014131784439087,0,-0.65,0.7302429667519181,0.7619047619047619,0.0,0.8214285714285714,0.3448275862068966
-0.37538444995880127,0,-0.65,0.731692242114237,0.7619047619047619,0.0,0.8214285714285714,0.3448275862068966
-0.3595115542411804,0,-0.65,0.7331415174765558,0.7619047619047619,0.0,0.8214285714285714,0.3448275862068966
-0.3390688896179199,0,-0.65,0.7306905370843989,0.7619047619047619,0.0,0.7857142857142857,0.3448275862068966
-0.3235296308994293,0,-0.65,0.7321398124467179,0.7619047619047619,0.0,0.7857142857142857,0.3448275862068966
-0.313548281788826,0,-0.65,0.7335890878090368,0.7619047619047619,0.0,0.7857142857142857,0.3448275862068966
-0.30891387164592743,0,-0.65,0.7350383631713555,0.7619047619047619,0.0,0.7857142857142857,0.3448275862068966
-0.3057648241519928,0,-0.65,0.7364876385336743,0.7619047619047619,0.0,0.7857142857142857,0.3448275862068966
-0.3027951419353485,0,-0.65,0.7379369138959931,0.7619047619047619,0.0,0.7857142857142857,0.3448275862068966
