criticality_score,group_id,legal_relation_count,max_damage_potential,max_threat,mean_cost_delta,mean_harm_delta,mean_total_return_delta,min_time_to_impact,rollouts,scenario,source_seed,split,state_id,step_fraction,unit_index
1.2996813816494415,task14b/seed10/medium/episode34/step4/unit1,6,1.2973355738940897,0.9230018029537499,0.056324854493141174,1.2063536643981934,1.1829572916030884,22.85643539770922,32,medium,10,test,task14b/seed10/medium/episode34/step4,0.08,1
1.2996813816494415,task14b/seed10/medium/episode34/step4/unit2,6,1.2973355738940897,0.9230018029537499,0.2284068763256073,3.299075126647949,-5.195406913757324,22.85643539770922,32,medium,10,test,task14b/seed10/medium/episode34/step4,0.08,2
1.2659336251965279,task14b/seed10/medium/episode44/step0/unit0,3,0.9313617170778505,0.932111993235586,0.15072590112686157,-0.37953758239746094,0.22315949201583862,24.254186977923602,32,medium,10,train,task14b/seed10/medium/episode44/step0,0.0,0
1.2659336251965279,task14b/seed10/medium/episode44/step0/unit1,3,0.9313617170778505,0.932111993235586,0.16815277934074402,1.0878400802612305,-1.3442072868347168,24.254186977923602,32,medium,10,train,task14b/seed10/medium/episode44/step0,0.0,1
1.2405221606505212,task14b/seed10/medium/episode39/step28/unit2,1,0.626942408522837,0.8518642268744783,0.5,-7.276551246643066,4.048788070678711,0.4101520083775926,32,medium,10,train,task14b/seed10/medium/episode39/step28,0.56,2
1.2230116529554245,task14b/seed10/medium/episode0/step12/unit2,3,1.0470998082589322,0.8693111977905379,0.05078107863664627,2.079233407974243,-3.715308666229248,9.261563624676313,32,medium,10,test,task14b/seed10/medium/episode0/step12,0.24,2
1.1833188416621359,task14b/seed10/medium/episode28/step1/unit0,6,0.8697287992214866,0.9415299094913073,-0.024275362491607666,0.12155461311340332,0.2672545909881592,26.760259876016026,32,medium,10,test,task14b/seed10/medium/episode28/step1,0.02,0
1.1833188416621359,task14b/seed10/medium/episode28/step1/unit2,6,0.8697287992214866,0.9415299094913073,0.11763295531272888,4.946585655212402,-6.466442108154297,26.760259876016026,32,medium,10,test,task14b/seed10/medium/episode28/step1,0.02,2
1.1672431259904967,task14b/seed10/medium/episode2/step30/unit2,4,1.1171536702239522,0.8870556859233377,0.017283234745264053,1.4984381198883057,-1.446169376373291,6.6731789742246415,32,medium,10,validation,task14b/seed10/medium/episode2/step30,0.6,2
1.1094549796238147,task14b/seed10/medium/episode12/step4/unit0,7,1.122039846758988,0.9742973933226033,0.06379842758178711,3.1211445331573486,-4.446091651916504,21.972883111473678,32,medium,10,train,task14b/seed10/medium/episode12/step4,0.08,0
1.1094549796238147,task14b/seed10/medium/episode12/step4/unit1,7,1.122039846758988,0.9742973933226033,0.08707231283187866,-2.330782175064087,2.281391143798828,21.972883111473678,32,medium,10,train,task14b/seed10/medium/episode12/step4,0.08,1
1.0960089696706283,task14b/seed10/medium/episode24/step20/unit2,3,1.2680794611285926,0.9281628270187715,0.042389579117298126,0.5846903324127197,-0.3746201992034912,8.080107900003702,32,medium,10,train,task14b/seed10/medium/episode24/step20,0.4,2
1.092266136341534,task14b/seed10/medium/episode27/step17/unit2,1,0.9455513946163899,0.6344099591807733,0.1434345543384552,2.864180088043213,-5.137028694152832,6.8632346635522845,32,medium,10,test,task14b/seed10/medium/episode27/step17,0.34,2
