method,method_type,train_scenario,eval_scenario,run_index,train_seed,attribution,count,total_high_threat_leaks,rate
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,2,10,never_legal,0,57,0.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,2,10,unassigned,48,57,0.8421052631578947
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,2,10,prefix_denied,0,57,0.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,2,10,mismatched_resource,9,57,0.15789473684210525
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,2,10,attempted_miss,0,57,0.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,2,10,resource_exhausted,0,57,0.0
role_conditioned_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,never_legal,0,43,0.0
role_conditioned_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,unassigned,35,43,0.813953488372093
role_conditioned_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,prefix_denied,0,43,0.0
role_conditioned_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,mismatched_resource,8,43,0.18604651162790697
role_conditioned_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,attempted_miss,0,43,0.0
role_conditioned_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,resource_exhausted,0,43,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,medium,2,10,never_legal,0,39,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,medium,2,10,unassigned,12,39,0.3076923076923077
factorized_engagement_ar_ppo_order_012,learning,medium,medium,2,10,prefix_denied,2,39,0.05128205128205128
factorized_engagement_ar_ppo_order_012,learning,medium,medium,2,10,mismatched_resource,4,39,0.10256410256410256
factorized_engagement_ar_ppo_order_012,learning,medium,medium,2,10,attempted_miss,18,39,0.46153846153846156
factorized_engagement_ar_ppo_order_012,learning,medium,medium,2,10,resource_exhausted,3,39,0.07692307692307693
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,2,10,never_legal,0,45,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,2,10,unassigned,11,45,0.24444444444444444
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,2,10,prefix_denied,1,45,0.022222222222222223
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,2,10,mismatched_resource,2,45,0.044444444444444446
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,2,10,attempted_miss,29,45,0.6444444444444445
factorized_engagement_ar_ppo_order_012,learning,medium,time_pressure,2,10,resource_exhausted,2,45,0.044444444444444446
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,never_legal,0,39,0.0
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,unassigned,5,39,0.1282051282051282
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,prefix_denied,1,39,0.02564102564102564
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,mismatched_resource,8,39,0.20512820512820512
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,attempted_miss,15,39,0.38461538461538464
factorized_engagement_ar_ppo_order_012,learning,medium,heterogeneity_pressure,2,10,resource_exhausted,10,39,0.2564102564102564
