method,method_type,train_scenario,eval_scenario,run_index,train_seed,evaluation_seed,episode_index,episode_seed,total_reward,steps,num_targets,num_intercepted,num_leaked,total_damage,ammo_used,shots,hits,invalid_actions,unit_decisions,actionable_decisions,engagements,actionable_engagements,all_noop_episode,success,decision_time_seconds,decision_time_ms,high_threat_threshold,num_high_threat_targets,num_high_threat_leaked,high_threat_leak_rate,zone_weighted_damage,engaged_target_events,conflict_target_events,assignment_conflict_rate,overkill_assignments,overkill_rate,intercepted_damage_potential,damage_reduction_per_ammo,resource_cost
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,15,265,-67.06493309255123,32,5,2,3,2.2016219835578883,4,4,2,0,96,93,4,4,False,False,0.06330850002996158,1.9783906259362993,0.8,3,2,0.6666666666666666,2.2016219835578883,4,0,0.0,0,0.0,1.196377871448941,0.29909446786223526,8.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,16,266,-52.997184900709364,39,5,2,3,1.7090310996079,4,4,2,0,117,105,4,4,False,False,0.06892940001853276,1.7674205132957117,0.8,1,1,1.0,1.7090310996079001,4,0,0.0,0,0.0,1.3168871192575131,0.3292217798143783,8.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,17,267,-64.2652128124504,37,5,1,4,2.115929744509178,1,1,1,0,111,111,1,1,False,False,0.0670905000079074,1.81325675697047,0.8,1,1,1.0,2.115929744509178,1,0,0.0,0,0.0,0.7910868156562275,0.7910868156562275,2.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,18,268,-29.003965412078458,30,5,3,2,1.1540853441657357,4,4,3,0,90,87,4,4,False,False,0.05782549999275943,1.9275166664253145,0.8,2,1,0.5,1.1540853441657357,4,0,0.0,0,0.0,2.3154890789950238,0.5788722697487559,8.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,19,269,-54.19454436079377,30,5,2,3,2.0920336277979077,2,2,2,0,90,89,2,2,False,False,0.05599249998340383,1.8664166661134611,0.8,4,2,0.5,2.0920336277979077,2,0,0.0,0,0.0,1.4329660031719471,0.7164830015859736,4.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,20,270,-36.83285173372802,32,5,3,2,1.2190461452292929,6,6,3,0,96,91,6,6,False,False,0.0629317000057199,1.966615625178747,0.8,2,1,0.5,1.2190461452292929,6,0,0.0,0,0.0,1.64511233399006,0.2741853889983433,12.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,21,271,-52.78405066698525,34,5,2,3,1.770751528791446,3,3,2,0,102,100,3,3,False,False,0.06509599998389604,1.9145882348204717,0.8,2,1,0.5,1.770751528791446,3,0,0.0,0,0.0,1.0739562177375153,0.3579854059125051,6.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,22,272,-40.22184548524783,28,5,3,2,1.5264496469846387,4,4,3,0,84,81,4,4,False,False,0.05232679998880485,1.868814285314459,0.8,2,1,0.5,1.5264496469846387,4,0,0.0,0,0.0,2.4134124501020344,0.6033531125255086,8.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,23,273,-55.81546241075516,24,5,2,3,2.168815445929465,2,2,2,0,72,63,2,2,False,False,0.04351900000619935,1.8132916669249728,0.8,4,2,0.5,2.168815445929465,2,0,0.0,0,0.0,2.6204468344321983,1.3102234172160991,4.0
role_conditioned_ar_ppo_order_012,learning,medium,time_pressure,0,8,250,24,274,-106.18502003494316,30,5,2,3,2.562438109089484,8,8,2,0,90,77,8,8,False,False,0.05338160001701908,1.7793866672339693,0.8,3,2,0.6666666666666666,2.562438109089484,8,0,0.0,0,0.0,1.952907129121631,0.24411339114020386,13.0
