method,method_type,train_scenario,eval_scenario,run_index,train_seed,evaluation_seed,episode_index,episode_seed,target_index,target_threat,target_payload,target_class,attribution
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,3,253,1,0.9220057421614222,0.854165254571767,loitering_munition,unassigned
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,4,254,2,0.8611343243379505,1.3636323233571388,decoy,attempted_miss
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,4,254,4,0.9637004598632934,0.8767704949505584,loitering_munition,prefix_denied
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,5,255,1,0.812174215050056,1.2237406029857851,small_uav,attempted_miss
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,6,256,3,0.8085896951318854,0.8257180602738128,small_uav,attempted_miss
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,7,257,0,0.9741552655021192,0.9103714795211453,decoy,attempted_miss
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,8,258,2,0.8661698965272648,1.1063789082006505,decoy,attempted_miss
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,9,259,4,0.803285833981678,1.056597382532024,small_uav,unassigned
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,10,260,4,0.9470806423698681,0.7169312784580577,loitering_munition,unassigned
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,11,261,0,0.8776104881901573,1.2897748868032726,loitering_munition,attempted_miss
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,11,261,1,0.9350959978161097,1.1035246308851967,loitering_munition,unassigned
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,12,262,0,0.9397493976780082,0.6396695440203638,decoy,unassigned
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,15,265,0,0.9045333273570912,0.7625457481474401,small_uav,unassigned
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,15,265,1,0.8906058094258016,0.9421484223073133,small_uav,unassigned
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,15,265,4,0.9624612055138818,1.1572007680500205,loitering_munition,unassigned
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,18,268,0,0.9380900808499026,1.2427619022174365,decoy,unassigned
autoregressive_ppo_order_120,learning,medium,time_pressure,0,0,250,19,269,3,0.9529696798213073,0.6267635725849335,small_uav,unassigned
