method,method_type,train_scenario,eval_scenario,run_index,train_seed,evaluation_seed,episode_index,episode_seed,total_reward,steps,num_targets,num_intercepted,num_leaked,total_damage,ammo_used,shots,hits,invalid_actions,unit_decisions,actionable_decisions,engagements,actionable_engagements,all_noop_episode,success,decision_time_seconds,decision_time_ms,high_threat_threshold,num_high_threat_targets,num_high_threat_leaked,high_threat_leak_rate,zone_weighted_damage,engaged_target_events,conflict_target_events,assignment_conflict_rate,overkill_assignments,overkill_rate,intercepted_damage_potential,damage_reduction_per_ammo,resource_cost
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,5,220,7,227,-109.5648430161114,48,5,0,3,2.6588281005370455,0,0,0,0,144,144,0,0,True,False,0.14033860000199638,2.9237208333749245,0.8,2,2,1.0,2.6588281005370455,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,5,220,8,228,-113.91090146259776,49,5,0,4,2.8003633820865925,0,0,0,0,147,147,0,0,True,False,0.10477440000977367,2.1382530614239523,0.8,2,2,1.0,2.8003633820865925,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,2,5,220,9,229,-76.63617963526474,50,5,0,4,2.3878726545088242,0,0,0,0,150,146,0,0,True,False,0.1024945000099251,2.049890000198502,0.8,3,2,0.6666666666666666,2.3878726545088242,0,0,0.0,0,0.0,0.0,0.0,0.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,3,6,230,0,230,33.084315691568115,28,5,5,0,0.0,13,13,5,0,84,29,13,13,False,True,0.07773080000333721,2.776100000119186,0.8,1,0,0.0,0.0,13,0,0.0,0,0.0,3.039226291701882,0.23378663782322168,15.5
role_conditioned_ar_ppo_order_012,learning,medium,medium,3,6,230,1,231,-71.10181564592513,50,5,1,3,1.8435612223246984,16,16,1,0,150,17,16,16,False,False,0.13560569999390282,2.7121139998780563,0.8,0,0,0.0,1.8435612223246984,16,0,0.0,0,0.0,0.7622094193604424,0.04763808871002765,17.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,3,6,230,2,232,-68.93621234691376,50,5,1,2,1.6847618983671264,16,16,1,0,150,25,16,16,False,False,0.12702100001479266,2.5404200002958532,0.8,0,0,0.0,1.6847618983671264,16,0,0.0,0,0.0,0.5833016641983731,0.03645635401239832,17.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,3,6,230,3,233,-58.219034872816636,50,5,2,2,1.602959918110167,16,16,2,0,150,18,16,16,False,False,0.14584070002456428,2.9168140004912857,0.8,2,1,0.5,1.602959918110167,16,0,0.0,0,0.0,2.019120220187214,0.12619501376170086,17.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,3,6,230,4,234,-27.19916723005595,50,5,2,1,0.5866296586176459,16,16,2,0,150,22,16,16,False,False,0.1677556000140612,3.355112000281224,0.8,1,0,0.0,0.5866296586176459,16,0,0.0,0,0.0,2.067984541463561,0.12924903384147257,17.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,3,6,230,5,235,-59.65636839261565,50,5,1,2,1.4365107470978122,16,16,1,0,150,16,16,16,False,False,0.13417770000523888,2.6835540001047775,0.8,2,1,0.5,1.4365107470978122,16,0,0.0,0,0.0,0.7442444140853546,0.04651527588033466,17.0
role_conditioned_ar_ppo_order_012,learning,medium,medium,3,6,230,6,236,-116.97015526526806,38,5,1,4,2.501887973539964,16,16,1,0,114,18,16,16,False,False,0.08961030001955805,2.35816578998837,0.8,0,0,0.0,2.501887973539964,16,0,0.0,0,0.0,0.6820711196617626,0.04262944497886016,17.0
