context_id,scenario,policy_seed,slot,environment_seed,environment_step,unit_index,unit_type,unit_cost,legal_targets,target_probabilities,repeat_count,actual_extra_transitions,sub_shot_mean,sub_shot_standard_error,sub_shot_lower,sub_shot_upper,sub_cost_mean,sub_cost_standard_error,sub_cost_lower,sub_cost_upper,future_cost_composition_advantage_mean,future_cost_composition_advantage_standard_error,future_cost_composition_advantage_lower,future_cost_composition_advantage_upper,immediate_cost_difference_mean,immediate_cost_difference_standard_error,immediate_cost_difference_lower,immediate_cost_difference_upper,total_cost_difference_mean,total_cost_difference_standard_error,total_cost_difference_lower,total_cost_difference_upper,reuse_probe_mean,reuse_probe_standard_error,reuse_probe_lower,reuse_probe_upper,reuse_total_mean,reuse_total_standard_error,reuse_total_lower,reuse_total_upper,option_edge_mean,option_edge_standard_error,option_edge_lower,option_edge_upper,option_threat_mean,option_threat_standard_error,option_threat_lower,option_threat_upper,ammo_gain_damage_mean,ammo_gain_damage_standard_error,ammo_gain_damage_lower,ammo_gain_damage_upper,ammo_gain_leaks_mean,ammo_gain_leaks_standard_error,ammo_gain_leaks_lower,ammo_gain_leaks_upper,maximum_decomposition_residual,reliable_opportunity
time_pressure_seed8_resource04_e09_t04_u0,time_pressure,8,resource,886997743,4,0,missile,2.0,"0,1,2","0.326557636261,0.322653442621,0.350788921118",32,5682,0.8738515628501773,0.11419695042900291,0.6500255400093315,1.097677585691023,1.9369257814250886,0.057098475214501454,1.8250127700046659,2.0488387928455114,1.9369257814250886,0.057098475214501454,1.8250127700046659,2.0488387928455114,2.0,0.0,2.0,2.0,0.06307421857491136,0.057098475214501454,-0.048838792845511486,0.1749872299953342,1.0,0.0,1.0,1.0,0.8836904708296061,0.08649976822959624,0.7141509250995974,1.0532300165596147,2.6349821547046304,1.0438650143299995,0.5890067266178316,4.680957582791429,1.9793209442868829,0.26788418641811396,1.4542679389073796,2.504373949666386,0.17983732558970586,0.047617074203582646,0.08650786015068387,0.2731667910287279,0.0734621537849307,0.04434058581415736,-0.013445394410817726,0.16036970198067912,0.0,True
time_pressure_seed8_resource05_e07_t04_u0,time_pressure,8,resource,886997741,4,0,missile,2.0,"1,2,3","0.336610227823,0.33152538538,0.331864356995",32,7918,0.9582417299970984,0.02904754545418494,0.9013085409068959,1.015174919087301,1.979120887350291,0.01452377376363045,1.9506542907735753,2.0075874839270065,1.979120887350291,0.01452377376363045,1.9506542907735753,2.0075874839270065,1.9791206642985344,0.01452377378522494,1.9506540676794935,2.007587260917575,-2.230517566204071e-07,4.656612873077393e-10,-2.2396445274353026e-07,-2.2213906049728395e-07,0.9999999701976776,0.0,0.9999999701976776,0.9999999701976776,0.9999999701976776,0.0,0.9999999701976776,0.9999999701976776,3.9922456992790103,0.9119649746900771,2.204794348886459,5.779697049671562,-0.5508897816762328,0.6440280054451005,-1.8131846723486298,0.7114051089961642,0.07797616429286106,0.040171571638082375,-0.0007601161177804017,0.1567124447035025,0.10397244989871979,0.045914052466082614,0.013980907065197862,0.1939639927322417,0.0,False
time_pressure_seed9_safety00_e01_t30_u2,time_pressure,9,safety,887007735,30,2,laser,0.5,3,1,32,339,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.90625,0.0523514603733822,0.8036411376681709,1.008858862331829,0.90625,0.0523514603733822,0.8036411376681709,1.008858862331829,1.21875,0.11652196767825757,0.9903669433506151,1.4471330566493847,1.21875,0.11652196767825757,0.9903669433506151,1.4471330566493847,0.15838875199227706,0.05376064545493931,0.053017886900596015,0.2637596170839581,0.21875,0.07424858801742054,0.07322276748585574,0.36427723251414423,0.0,True
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,safety,887007735,29,2,laser,0.5,3,1,32,444,0.71875,0.08075219711382271,0.5604756936569075,0.8770243063430925,0.359375,0.040376098556911356,0.28023784682845376,0.43851215317154624,0.359375,0.040376098556911356,0.28023784682845376,0.43851215317154624,0.5,0.0,0.5,0.5,0.140625,0.040376098556911356,0.06148784682845375,0.21976215317154624,0.6875,0.08324928557283298,0.5243314002772473,0.8506685997227527,0.6875,0.08324928557283298,0.5243314002772473,0.8506685997227527,1.3125,0.15835278601499145,1.0021285394106167,1.6228714605893833,1.3125,0.15835278601499145,1.0021285394106167,1.6228714605893833,0.11313482285162647,0.04721851603911196,0.020586531414967038,0.2056831142882859,0.15625,0.06521328221627366,0.028431966856103635,0.2840680331438964,0.0,False
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,safety,887007741,16,2,laser,0.5,2,1,32,1500,0.625,0.08695104295503155,0.45457595580813814,0.7954240441918619,0.3125,0.04347552147751577,0.22728797790406907,0.39771202209593093,0.3125,0.04347552147751577,0.22728797790406907,0.39771202209593093,0.5,0.0,0.5,0.5,0.1875,0.04347552147751577,0.10228797790406909,0.27271202209593093,0.625,0.08695104295503155,0.45457595580813814,0.7954240441918619,0.625,0.08695104295503155,0.45457595580813814,0.7954240441918619,1.8125,0.37684358653117267,1.0738865703989016,2.5511134296010987,1.8125,0.37684358653117267,1.0738865703989016,2.5511134296010987,0.11931272769483592,0.056706942264691626,0.008167120856040336,0.23045833453363151,0.125,0.059398870413936426,0.008578213988684608,0.2414217860113154,0.0,False
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,safety,887007743,18,2,laser,0.5,"2,3","0.495726853609,0.504273176193",32,2240,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5000000149011612,0.0,0.5000000149011612,0.5000000149011612,1.4901161193847656e-08,0.0,1.4901161193847656e-08,1.4901161193847656e-08,1.0000000298023224,0.0,1.0000000298023224,1.0000000298023224,1.0000000298023224,0.0,1.0000000298023224,1.0000000298023224,3.360576926730573,0.37106199506326576,2.6332954164065723,4.0878584370545745,2.0000000596046448,0.269407961069145,1.4719604559091206,2.528039663300169,0.0760480422849205,0.03635634939238891,0.0047895974758382365,0.14730648709400276,0.031250000931322575,0.031250000931322575,-0.03000000089406967,0.09250000275671483,0.0,False
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,safety,887007735,20,2,laser,0.5,4,1,32,1252,0.9375,0.17353941171778484,0.5973627530331418,1.2776372469668582,0.46875,0.08676970585889242,0.2986813765165709,0.6388186234834291,0.46875,0.08676970585889242,0.2986813765165709,0.6388186234834291,0.5,0.0,0.5,0.5,0.03125,0.08676970585889242,-0.13881862348342913,0.20131862348342913,0.5625,0.08909830562090465,0.3878673209830269,0.7371326790169731,0.5625,0.08909830562090465,0.3878673209830269,0.7371326790169731,0.9375,0.16150439422764543,0.620951387313815,1.254048612686185,0.9375,0.16150439422764543,0.620951387313815,1.254048612686185,0.09050785828130117,0.043008516363951456,0.006211166207956323,0.17480455035464604,0.125,0.059398870413936426,0.008578213988684608,0.2414217860113154,0.0,False
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,safety,887007742,13,2,laser,0.5,"0,3,4","0.337239921093,0.339633822441,0.323126167059",32,3510,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.4999999552965164,0.0,0.4999999552965164,0.4999999552965164,-4.470348358154297e-08,0.0,-4.470348358154297e-08,-4.470348358154297e-08,0.9999999105930328,0.0,0.9999999105930328,0.9999999105930328,0.9999999105930328,0.0,0.9999999105930328,0.9999999105930328,4.833502255380154,0.5173883501522863,3.8194210890816724,5.847583421678635,3.043194252066314,0.28809676976053533,2.478524583335665,3.6078639207969636,0.046080766320297735,0.026563769733754468,-0.005984222357861023,0.09814575499845649,0.09374999161809683,0.0523514556927969,-0.008858861539785101,0.19635884477597876,0.0,False
time_pressure_seed9_resource00_e05_t04_u0,time_pressure,9,resource,887007739,4,0,missile,2.0,0,1,32,2082,1.65625,0.3318125168991787,1.00589746687761,2.30660253312239,2.328125,0.16590625844958934,2.0029487334388048,2.6533012665611952,2.328125,0.16590625844958934,2.0029487334388048,2.6533012665611952,2.0,0.0,2.0,2.0,-0.328125,0.16590625844958934,-0.653301266561195,-0.002948733438804918,1.0,0.0,1.0,1.0,0.8125,0.0701021719786843,0.6750997429217788,0.9499002570782212,2.28125,0.20197799604683866,1.8853731277481962,2.6771268722518036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
time_pressure_seed9_resource01_e02_t04_u1,time_pressure,9,resource,887007736,4,1,missile,2.0,"1,2,4","0.331650286913,0.335625588894,0.332724094391",32,7964,1.0000001657754183,2.6553364283116057e-09,1.000000160570959,1.0000001709798776,2.000000082887709,1.3276682141558029e-09,2.0000000802854796,2.0000000854899387,2.000000082887709,1.3276682141558029e-09,2.0000000802854796,2.0000000854899387,1.9999998742714524,1.3276682141558029e-09,1.9999998716692227,1.9999998768736822,-2.086162567138672e-07,0.0,-2.086162567138672e-07,-2.086162567138672e-07,0.9999999701976776,0.0,0.9999999701976776,0.9999999701976776,0.9688070863485336,0.02294784459207571,0.9238293109480652,1.013784861749002,2.3948077941313386,0.8781740534101934,0.6735866494473597,4.116028938815317,-1.93947116099298,0.5779865486795991,-3.0723247964049945,-0.8066175255809658,0.35042122247508356,0.11254199139186262,0.12983891934703282,0.5710035256031343,0.29191963467746973,0.09789155140896412,0.10005219391590006,0.4837870754390394,0.0,True
time_pressure_seed9_resource02_e10_t04_u0,time_pressure,9,resource,887007744,4,0,missile,2.0,"0,2,3,4","0.238069787621,0.251483410597,0.264981895685,0.245464906096",32,8921,0.9598620617762208,0.028731075680920967,0.9035491534416157,1.0161749701108258,1.9799310308881104,0.014365537840460484,1.951774576720808,2.008087485055413,1.9799310308881104,0.014365537840460484,1.951774576720808,2.008087485055413,1.9757906887680292,0.013518856508025548,1.9492937300122992,2.0022876475237594,-0.004140342120081186,0.004140342120081186,-0.012255412675440312,0.003974728435277939,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.3121127374470234,1.227004834142694,0.9071832625273433,5.717042212366703,-1.5571965649724007,0.6116943561620788,-2.756117503050075,-0.35827562689472625,0.1569269808484857,0.06318719948990387,0.03308006984827412,0.2807738918486973,0.133089954033494,0.052603392638886325,0.0299873044612768,0.2361926036057112,0.0,False
time_pressure_seed9_resource03_e06_t04_u1,time_pressure,9,resource,887007740,4,1,missile,2.0,"0,3,4","0.328378230333,0.338674426079,0.332947313786",32,5474,0.9063207004219294,0.1152201530235509,0.6804892004957696,1.132152200348089,1.9531603502109647,0.05761007651177545,1.8402446002478847,2.0660761001740444,1.9531603502109647,0.05761007651177545,1.8402446002478847,2.0660761001740444,1.9999998807907104,0.0,1.9999998807907104,1.9999998807907104,0.04683953057974577,0.05761007651177545,-0.06607621938333412,0.15975528054282567,0.9999999701976776,0.0,0.9999999701976776,0.9999999701976776,0.9378217281773686,0.03781409616460743,0.8637060996947381,1.0119373566599992,5.12414117436856,1.294883825756481,2.586168875885858,7.662113472851263,2.1549990996718407,0.30265554864746147,1.5617942243228162,2.748203975020865,0.09833079971748243,0.0434770861725443,0.013115710819295592,0.18354588861566928,0.031107215210795403,0.02293544643971353,-0.013846259811043121,0.07606069023263393,0.0,False
time_pressure_seed9_resource04_e04_t04_u0,time_pressure,9,resource,887007738,4,0,missile,2.0,"1,2,3","0.332614481449,0.322128713131,0.345256775618",32,5753,0.867169420234859,0.15476446125329224,0.5638310761784062,1.1705077642913118,1.9335847366601229,0.07738222963528076,1.7819155665749726,2.0852539067452733,1.9335847366601229,0.07738222963528076,1.7819155665749726,2.0852539067452733,1.9999999161809683,5.257723649262816e-09,1.99999990587583,1.9999999264861066,0.06641517952084541,0.0773822309571013,-0.08525399315507312,0.21808435219676395,0.9999999701976776,0.0,0.9999999701976776,0.9999999701976776,0.7090785279870033,0.152289066296229,0.41059195804639453,1.007565097927612,4.135066399350762,1.183835077447626,1.8147496475534153,6.4553831511481095,1.1778285140171647,0.723060022441704,-0.23936912996857496,2.5950261580029044,0.09868739972493393,0.04440787388769756,0.011647966905046714,0.18572683254482114,-0.010789274238049984,0.037900595806790116,-0.08507444201935861,0.06349589354325864,0.0,False
time_pressure_seed9_resource05_e11_t04_u0,time_pressure,9,resource,887007745,4,0,missile,2.0,"0,2,3","0.326271384954,0.335782945156,0.337945640087",32,8334,0.8155132289975882,0.0610661432155647,0.6958235882950814,0.9352028697000949,1.9077566368505359,0.03053307137833614,1.847911816948997,1.9676014567520748,1.9077566368505359,0.03053307137833614,1.847911816948997,1.9676014567520748,1.9079050477594137,0.019515089455733343,1.8696554724261765,1.946154623092651,0.00014841090887784958,0.024616427526497744,-0.04809978704305773,0.04839660886081343,0.9999999701976776,0.0,0.9999999701976776,0.9999999701976776,0.8955946881324053,0.05075293456698613,0.7961189363811124,0.9950704398836981,5.318737267516553,0.9662368840704455,3.42491297473848,7.212561560294627,1.8332298286259174,0.6770907380631662,0.5061319820221117,3.1603276752297234,0.1995491809068058,0.07225506000281254,0.05792926330129322,0.34116909851231836,0.15618241112679243,0.07778706369661176,0.00371976628143339,0.30864505597215147,0.0,True
time_pressure_seed10_safety00_e09_t24_u2,time_pressure,10,safety,887017743,24,2,laser,0.5,1,1,32,178,0.09375,0.0523514603733822,-0.008858862331829115,0.19635886233182911,0.046875,0.0261757301866911,-0.004429431165914557,0.09817943116591456,0.046875,0.0261757301866911,-0.004429431165914557,0.09817943116591456,0.5,0.0,0.5,0.5,0.453125,0.0261757301866911,0.40182056883408546,0.5044294311659145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
time_pressure_seed10_safety01_e04_t16_u2,time_pressure,10,safety,887017738,16,2,laser,0.5,"0,3","0.507936954498,0.492063075304",32,1920,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5000000149011612,0.0,0.5000000149011612,0.5000000149011612,1.4901161193847656e-08,0.0,1.4901161193847656e-08,1.4901161193847656e-08,1.0000000298023224,0.0,1.0000000298023224,1.0000000298023224,1.0000000298023224,0.0,1.0000000298023224,1.0000000298023224,3.2668652441352606,0.3235726610987692,2.632662828381673,3.9010676598888483,0.0,0.0,0.0,0.0,0.0607046220697873,0.02949611067775998,0.0028922451413777445,0.11851699899819686,0.0,0.0,0.0,0.0,0.0,False
time_pressure_seed10_safety02_e09_t23_u2,time_pressure,10,safety,887017743,23,2,laser,0.5,1,1,32,262,0.21875,0.1075232064224037,0.008004515412088742,0.42949548458791126,0.109375,0.05376160321120185,0.004002257706044371,0.21474774229395563,0.109375,0.05376160321120185,0.004002257706044371,0.21474774229395563,0.5,0.0,0.5,0.5,0.390625,0.05376160321120185,0.28525225770604434,0.49599774229395566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
time_pressure_seed10_safety03_e09_t22_u2,time_pressure,10,safety,887017743,22,2,laser,0.5,1,1,32,353,0.09375,0.0689695906576505,-0.04143039768899498,0.22893039768899498,0.046875,0.03448479532882525,-0.02071519884449749,0.11446519884449749,0.046875,0.03448479532882525,-0.02071519884449749,0.11446519884449749,0.5,0.0,0.5,0.5,0.453125,0.03448479532882525,0.38553480115550254,0.5207151988444975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
time_pressure_seed10_safety04_e04_t15_u2,time_pressure,10,safety,887017738,15,2,laser,0.5,"0,3","0.508381485939,0.491618454456",32,2076,1.0000000596046448,0.0,1.0000000596046448,1.0000000596046448,0.5000000298023224,0.0,0.5000000298023224,0.5000000298023224,0.5000000298023224,0.0,0.5000000298023224,0.5000000298023224,0.4999999701976776,0.0,0.4999999701976776,0.4999999701976776,-5.960464477539063e-08,0.0,-5.960464477539063e-08,-5.960464477539063e-08,0.9999999403953552,0.0,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.0,0.9999999403953552,0.9999999403953552,2.4841129295527935,0.3049656415123532,1.8863802721885812,3.081845586917006,0.0,0.0,0.0,0.0,0.09021692884225377,0.04166452495539513,0.008554459929679306,0.17187939775482824,0.0,0.0,0.0,0.0,0.0,False
time_pressure_seed10_safety05_e03_t12_u2,time_pressure,10,safety,887017737,12,2,laser,0.5,"0,2","0.499735623598,0.500264406204",32,2554,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5000000149011612,0.0,0.5000000149011612,0.5000000149011612,1.4901161193847656e-08,0.0,1.4901161193847656e-08,1.4901161193847656e-08,1.0000000298023224,0.0,1.0000000298023224,1.0000000298023224,1.0000000298023224,0.0,1.0000000298023224,1.0000000298023224,3.890583804808557,0.601048119664874,2.7125294902654042,5.06863811935171,1.7030672151595354,0.19937275653486508,1.3122966123511999,2.093837817967871,0.07827787919053088,0.04048434256620853,-0.001071432239237835,0.1576271906202996,0.031250000931322575,0.031250000931322575,-0.03000000089406967,0.09250000275671483,0.0,False
time_pressure_seed10_resource00_e11_t04_u1,time_pressure,10,resource,887017745,4,1,missile,2.0,"0,1,2","0.341240316629,0.323980987072,0.334778696299",32,9352,1.0101244058459997,0.010124405845999718,0.9902805703878402,1.029968241304159,2.005062202923,0.005062202922999859,1.9951402851939202,2.0149841206520795,2.005062202923,0.005062202922999859,1.9951402851939202,2.0149841206520795,2.0,0.0,2.0,2.0,-0.005062202922999859,0.005062202922999859,-0.014984120652079581,0.004859714806079864,1.0,0.0,1.0,1.0,0.9790763314813375,0.020923668518662453,0.9380659411847592,1.020086721777916,3.9403322730213404,1.2346281617201043,1.5204610760499362,6.3602034699927446,0.9899420170113444,0.17908049248836097,0.6389442517341569,1.3409397822885318,0.11801909713753574,0.04990893088504289,0.02019759260285167,0.2158406016722198,0.05217366851866245,0.030386221340844927,-0.007383325309393604,0.11173066234671851,0.0,False
time_pressure_seed10_resource01_e04_t04_u1,time_pressure,10,resource,887017738,4,1,missile,2.0,"0,1,3","0.331937789917,0.347695320845,0.320366859436",32,5396,1.0311194509267807,0.02703780316634993,0.9781253567207349,1.0841135451328265,2.0155597254633904,0.013518901583174965,1.9890626783603673,2.042056772566413,2.0155597254633904,0.013518901583174965,1.9890626783603673,2.042056772566413,1.9999998807907104,0.0,1.9999998807907104,1.9999998807907104,-0.015559844672679901,0.013518901583174965,-0.042056891775702834,0.010937202430343029,0.9999999701976776,0.0,0.9999999701976776,0.9999999701976776,0.9904809286817908,0.03178759024640834,0.9281772517988305,1.0527846055647512,3.8880408611148596,1.4385278004949316,1.068526372144794,6.707555350084926,0.0,0.0,0.0,0.0,0.20368145367611254,0.07639254969315434,0.053952056277530025,0.35341085107469505,0.0,0.0,0.0,0.0,0.0,True
time_pressure_seed10_resource02_e01_t04_u1,time_pressure,10,resource,887017735,4,1,missile,2.0,1,1,32,3745,1.0625,0.14154604289087178,0.7850697559338913,1.3399302440661087,2.03125,0.07077302144543589,1.8925348779669457,2.1699651220330543,2.03125,0.07077302144543589,1.8925348779669457,2.1699651220330543,2.0,0.0,2.0,2.0,-0.03125,0.07077302144543589,-0.16996512203305433,0.10746512203305433,1.0,0.0,1.0,1.0,0.8125,0.13042656443254733,0.5568639337122072,1.0681360662877928,4.25,0.5293788203960099,3.2124175120238205,5.287582487976179,0.4375,0.413817543945903,-0.37358238613396977,1.2485823861339698,0.08383367815645056,0.046922666014930094,-0.00813474723281242,0.17580210354571352,0.03125,0.03125,-0.03,0.0925,0.0,False
