context_id,scenario,policy_seed,slot,environment_seed,environment_step,unit_index,observation_hash,legal_targets,target_probabilities,minimum_horizon,maximum_horizon,mean_horizon,extra_transitions,projected_window_transitions,projected_saved_transitions,repeat_count,short_zone_damage_mean,short_zone_damage_standard_error,short_zone_damage_lower,short_zone_damage_upper,short_high_threat_leaks_mean,short_high_threat_leaks_standard_error,short_high_threat_leaks_lower,short_high_threat_leaks_upper,short_resource_cost_mean,short_resource_cost_standard_error,short_resource_cost_lower,short_resource_cost_upper,short_label,full_zone_damage_mean,full_zone_damage_standard_error,full_zone_damage_lower,full_zone_damage_upper,full_high_threat_leaks_mean,full_high_threat_leaks_standard_error,full_high_threat_leaks_lower,full_high_threat_leaks_upper,full_resource_cost_mean,full_resource_cost_standard_error,full_resource_cost_lower,full_resource_cost_upper,full_label,label_changed
time_pressure_seed8_resource04_e09_t04_u0,time_pressure,8,resource,886997743,4,0,2c31752ab74d6207d9087d25d1118ec03be717581cbbb464c4103bf106153036,"0,1,2","0.326557636261,0.322653442621,0.350788921118",20,27,24.333333333333332,3265,3086,179,32,0.08881116034126497,0.05217767708953479,-0.013457086754223205,0.19107940743675317,0.021045073866844177,0.033601595786455,-0.04481405387460763,0.08690420160829598,0.07838160777464509,0.06728547387816029,-0.05349792102654907,0.21026113657583925,AMBIGUOUS,0.08653448204989025,0.057755070597557516,-0.026665456321322473,0.19973442042110298,0.03125,0.04077664288947023,-0.04867222006336165,0.11117222006336165,0.06307421857491136,0.057098475214501454,-0.048838792845511486,0.1749872299953342,AMBIGUOUS,False
time_pressure_seed8_resource05_e07_t04_u0,time_pressure,8,resource,886997741,4,0,cd1a8afb8705d0532198527028ee195b40d489609427bb98b6d5a374af9b35b7,"1,2,3","0.336610227823,0.33152538538,0.331864356995",17,33,24.0,4520,3339,1181,32,-0.00011326413854859801,0.04772798773804863,-0.0936601201051239,0.09343359182802671,0.01025423128157854,0.06085373941042819,-0.1090190979628607,0.12952756052601777,-0.025900420732796192,0.021195303836418065,-0.0674432162521756,0.015642374786583216,AMBIGUOUS,-0.006555950731572169,0.05417541288439092,-0.11273975998497837,0.09962785852183403,-0.010317796841263771,0.06774230161008209,-0.14309270799702467,0.12245711431449713,0.0,0.0,0.0,0.0,AMBIGUOUS,False
time_pressure_seed9_safety00_e01_t30_u2,time_pressure,9,safety,887007735,30,2,3a0106d84c031b920c43541405620a4c3918250ead1b62b70fbe57ebf502ab6d,3,1,5,5,5.0,233,233,0,32,0.11313482285162647,0.0659057526615278,-0.016040452364968025,0.24231009806822096,0.15625,0.091022141492801,-0.022153397325889945,0.33465339732588995,0.0,0.0,0.0,0.0,AMBIGUOUS,0.11313482285162647,0.0659057526615278,-0.016040452364968025,0.24231009806822096,0.15625,0.091022141492801,-0.022153397325889945,0.33465339732588995,0.0,0.0,0.0,0.0,AMBIGUOUS,False
time_pressure_seed9_safety01_e01_t29_u2,time_pressure,9,safety,887007735,29,2,15add8dffed558962a669eb3692fbd1671d1507a31a7df30901fdca01438d6fa,3,1,6,6,6.0,298,298,0,32,0.09050785828130117,0.05391402849260647,-0.015163637564207508,0.19617935412680987,0.125,0.07446042464765881,-0.020942432309411257,0.2709424323094113,0.140625,0.040376098556911356,0.06148784682845375,0.21976215317154624,STOP,0.09050785828130117,0.05391402849260647,-0.015163637564207508,0.19617935412680987,0.125,0.07446042464765881,-0.020942432309411257,0.2709424323094113,0.140625,0.040376098556911356,0.06148784682845375,0.21976215317154624,STOP,False
time_pressure_seed9_safety02_e07_t16_u2,time_pressure,9,safety,887007741,16,2,e9c7bb755be95039b40a6fad19926c2b61113ca84b438c71cba95e0aed21da07,2,1,7,7,7.0,1001,448,553,32,-0.08287079633235339,0.04627634357657413,-0.1735724297424387,0.007830837077731911,0.0,0.0,0.0,0.0,0.46875,0.021737760738757887,0.42614398895203454,0.5113560110479655,AMBIGUOUS,0.006073875310874999,0.0713075340897549,-0.13368889150504462,0.14583664212679462,0.09375,0.0523514603733822,-0.008858862331829115,0.19635886233182911,0.1875,0.04347552147751577,0.10228797790406909,0.27271202209593093,AMBIGUOUS,False
time_pressure_seed9_safety03_e09_t18_u2,time_pressure,9,safety,887007743,18,2,d9c9059b2640006c38bb4a1a677d8693ddb6e5cba203dade344cb73c201fd7aa,"2,3","0.495726853609,0.504273176193",4,8,6.0,1344,640,704,32,0.03069715432486494,0.02885235409888042,-0.025853459708940683,0.08724776835867057,0.015758536756038666,0.015758536756038662,-0.015128195285797112,0.046645268797874444,0.04647439252585173,0.017375764573078073,0.012417893962618706,0.08053089108908475,STOP,0.04517687792949078,0.034972063253944266,-0.023368366048239983,0.11372212190722154,0.031250000931322575,0.031250000931322575,-0.03000000089406967,0.09250000275671483,0.0,0.0,0.0,0.0,AMBIGUOUS,True
time_pressure_seed9_safety04_e01_t20_u2,time_pressure,9,safety,887007735,20,2,2399ae48a76f315f2dd15a6b653c056bad97c98d68b6cf7eec23814712b2e027,4,1,9,9,9.0,840,573,267,32,-0.13151213106273096,0.06249337624684625,-0.2539991485065496,-0.009025113618912325,0.0,0.0,0.0,0.0,0.25,0.10040241611281235,0.053211264418887794,0.4467887355811122,AMBIGUOUS,-0.06363123735175508,0.09225540284118046,-0.24445182692046877,0.11718935221695861,0.09375,0.0689695906576505,-0.04143039768899498,0.22893039768899498,0.03125,0.08676970585889242,-0.13881862348342913,0.20131862348342913,AMBIGUOUS,False
time_pressure_seed9_safety05_e08_t13_u2,time_pressure,9,safety,887007742,13,2,166e15ea3e4e6f5ad22efa7a878ac7a4e40eebf7ef4c17f915504610d4ff409a,"0,3,4","0.337239921093,0.339633822441,0.323126167059",8,20,14.333333333333334,1957,1627,330,32,-0.08472775860719128,0.04562373906984906,-0.17415028718409542,0.004694769969712867,-0.05158719979226589,0.04552619900083369,-0.1408185498338999,0.03764415024936814,0.0,0.0,0.0,0.0,AMBIGUOUS,-0.00791197674797772,0.014579265259612676,-0.03648733665681857,0.020663383160863122,-0.03139181435108185,0.054850801777566696,-0.13889938583511258,0.07611575713294888,0.0,0.0,0.0,0.0,AMBIGUOUS,False
time_pressure_seed9_resource00_e05_t04_u0,time_pressure,9,resource,887007739,4,0,6146c2be2a59558adebbd738e7d44311710a81b17d9515d032d89614e0eb2747,0,1,22,22,22.0,1388,1388,0,32,-0.01345838483657582,0.013458384836575818,-0.039836819116264424,0.012920049443112782,0.0,0.0,0.0,0.0,-0.328125,0.16590625844958934,-0.653301266561195,-0.002948733438804918,AMBIGUOUS,-0.01345838483657582,0.013458384836575818,-0.039836819116264424,0.012920049443112782,0.0,0.0,0.0,0.0,-0.328125,0.16590625844958934,-0.653301266561195,-0.002948733438804918,AMBIGUOUS,False
time_pressure_seed9_resource01_e02_t04_u1,time_pressure,9,resource,887007736,4,1,c89660f6c1a84e1f8f9e4fb49973a5ef1c98de89d61b36a8c69fcb2e5e84ceaf,"1,2,4","0.331650286913,0.335625588894,0.332724094391",19,30,25.333333333333332,4580,3390,1190,32,0.05250058740092566,0.07086760528001963,-0.0863999189479128,0.19140109374976413,0.01033051498234272,0.05673195433528114,-0.10086411551480831,0.12152514547949375,0.005244149826467037,0.005244149826467037,-0.005034383833408356,0.01552268348634243,AMBIGUOUS,0.12412964976730395,0.10190850030722455,-0.07561101083485616,0.32387031036946407,0.10445319674909115,0.09749533819994956,-0.08663766612280999,0.2955440596209923,0.0,0.0,0.0,0.0,AMBIGUOUS,False
time_pressure_seed9_resource02_e10_t04_u0,time_pressure,9,resource,887007744,4,0,e40bbacb4f0cb1f9d91dcc13882c187d9683df898f70bb0300efc63194897fd5,"0,2,3,4","0.238069787621,0.251483410597,0.264981895685,0.245464906096",20,21,20.5,4897,3246,1651,32,-0.09137218720192403,0.1329269299236962,-0.3519089698523686,0.16916459544852053,-0.04972447268664837,0.08527675809283107,-0.21686691854859727,0.11741797317530053,-0.004140342120081186,0.004140342120081186,-0.012255412675440312,0.003974728435277939,AMBIGUOUS,-0.09014269697456528,0.11259661637228206,-0.3108320650642381,0.13054667111510757,-0.04972447268664837,0.08527675809283107,-0.21686691854859727,0.11741797317530053,-0.004140342120081186,0.004140342120081186,-0.012255412675440312,0.003974728435277939,AMBIGUOUS,False
time_pressure_seed9_resource03_e06_t04_u1,time_pressure,9,resource,887007740,4,1,e38e98c29f6b6fb833199e45de669fc0ab207e7808e28c9a923b4df9c41f0fd6,"0,3,4","0.328378230333,0.338674426079,0.332947313786",17,27,22.0,3129,2792,337,32,0.05253043546725095,0.04520731881263949,-0.03607590940552245,0.14113678034002436,0.03175072744488716,0.0233582365328693,-0.01403141615953666,0.07753287104931098,0.046625619288533926,0.06487358028261743,-0.08052659806539622,0.17377783664246407,AMBIGUOUS,0.10053316150899544,0.11869093968175128,-0.13210108026723705,0.3331674032852279,0.06239340268075466,0.06761532528937092,-0.07013263488641233,0.19491944024792165,0.04683979507535696,0.05761007500132314,-0.06607595192723639,0.1597555420779503,AMBIGUOUS,False
time_pressure_seed9_resource04_e04_t04_u0,time_pressure,9,resource,887007738,4,0,919dcca0dea1a1b90658f81a3620a53c75cfcd11907450bec5ff309cedfa7432,"1,2,3","0.332614481449,0.322128713131,0.345256775618",15,25,20.333333333333332,3313,2675,638,32,-0.021588215330226247,0.03536959064065759,-0.09091261298591512,0.04773618232546263,-0.05394637119024992,0.022515327545431185,-0.09807641317929504,-0.009816329201204801,0.11756724771112204,0.06147177583676422,-0.0029174329289358286,0.2380519283511799,AMBIGUOUS,-0.0028755798129855015,0.06514250163994592,-0.1305548830272795,0.12480372340130849,-0.05394637119024992,0.042743264947870785,-0.13772317048807664,0.029830428107576815,0.06641543563455343,0.07738222887602901,-0.08525373296246341,0.21808460423157028,AMBIGUOUS,False
time_pressure_seed9_resource05_e11_t04_u0,time_pressure,9,resource,887007745,4,0,e59a5e992f958263f4032c9734944707ba0b560c39af139a7ec93ea2f1345f6f,"0,2,3","0.326271384954,0.335782945156,0.337945640087",18,27,22.333333333333332,4812,2910,1902,32,-0.03610917284028875,0.07447351100670463,-0.1820772544134298,0.10985890873285231,-0.03174998797476292,0.0811317559248871,-0.19076822958754164,0.1272682536380158,-0.01569258375093341,0.028240243533850826,-0.07104346107728102,0.03965829357541421,AMBIGUOUS,0.004670362024451119,0.12158891213324811,-0.23364390575671518,0.2429846298056174,-0.04224320501089096,0.12400781156683117,-0.28529851568188,0.20081210566009813,0.00014861812815070152,0.024616426818325782,-0.04809957843576783,0.04839681469206923,AMBIGUOUS,False
time_pressure_seed10_safety00_e09_t24_u2,time_pressure,10,safety,887017743,24,2,273bcd188fcd32391b228ab8366c85b727917052111e045d7e71360a2d5b7c0a,1,1,3,3,3.0,121,121,0,32,-0.15666511320708737,0.05857367844855086,-0.27146952296624705,-0.04186070344792768,-0.1875,0.0701021719786843,-0.32490025707822123,-0.05009974292177877,0.453125,0.0261757301866911,0.40182056883408546,0.5044294311659145,AMBIGUOUS,-0.15666511320708737,0.05857367844855086,-0.27146952296624705,-0.04186070344792768,-0.1875,0.0701021719786843,-0.32490025707822123,-0.05009974292177877,0.453125,0.0261757301866911,0.40182056883408546,0.5044294311659145,AMBIGUOUS,False
time_pressure_seed10_safety01_e04_t16_u2,time_pressure,10,safety,887017738,16,2,82fd88fee84f83013192ecc5ed50456bce4276e43479ddc158c564950217b17c,"0,3","0.507936954498,0.492063075304",4,11,7.5,1152,832,320,32,-0.15318594541645356,0.0457094477596032,-0.24277646302527583,-0.06359542780763129,0.0,0.0,0.0,0.0,0.00768848555162549,0.007688485551625489,-0.007380946129560469,0.02275791723281145,ENGAGE,-0.11290586905057301,0.049357903944605014,-0.20964736078199883,-0.01616437731914719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMBIGUOUS,True
time_pressure_seed10_safety02_e09_t23_u2,time_pressure,10,safety,887017743,23,2,ccb06edd1ff2c31927add257b42f471d8fe01e1694c90e61864ffd8b0b54b710,1,1,4,4,4.0,178,178,0,32,-0.10444340880472491,0.049630564041453135,-0.20171931432597306,-0.0071675032834767755,-0.125,0.059398870413936426,-0.2414217860113154,-0.008578213988684608,0.390625,0.05376160321120185,0.28525225770604434,0.49599774229395566,AMBIGUOUS,-0.10444340880472491,0.049630564041453135,-0.20171931432597306,-0.0071675032834767755,-0.125,0.059398870413936426,-0.2414217860113154,-0.008578213988684608,0.390625,0.05376160321120185,0.28525225770604434,0.49599774229395566,AMBIGUOUS,False
time_pressure_seed10_safety03_e09_t22_u2,time_pressure,10,safety,887017743,22,2,157eb8a249002059761ceea175e41fefae41558b85c718f6cadc8ebaf898e27b,1,1,5,5,5.0,237,237,0,32,-0.02611085220118123,0.026110852201181225,-0.07728812251549644,0.025066418113133974,-0.03125,0.03125,-0.0925,0.03,0.453125,0.03448479532882525,0.38553480115550254,0.5207151988444975,AMBIGUOUS,-0.02611085220118123,0.026110852201181225,-0.07728812251549644,0.025066418113133974,-0.03125,0.03125,-0.0925,0.03,0.453125,0.03448479532882525,0.38553480115550254,0.5207151988444975,AMBIGUOUS,False
time_pressure_seed10_safety04_e04_t15_u2,time_pressure,10,safety,887017738,15,2,f32820d25e0bab878f41e025eb50507e47bdd7ea1bc4382e66f80eb7478a2c13,"0,3","0.508381485939,0.491618454456",5,12,8.5,1248,928,320,32,-0.0655289427545214,0.03893346485537968,-0.14183853387106557,0.010780648362022777,0.0,0.0,0.0,0.0,0.0998599985614419,0.02168282341207978,0.05736166467376553,0.14235833244911827,AMBIGUOUS,-0.025285262864211046,0.04792774369858717,-0.11922364051344189,0.06865311478501981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AMBIGUOUS,False
time_pressure_seed10_safety05_e03_t12_u2,time_pressure,10,safety,887017737,12,2,f58380c48c0d7a1a0828d619e87be5dae69095f2dcd449b5701f48abbf772a11,"0,2","0.499735623598,0.500264406204",7,15,11.0,1534,1183,351,32,-0.03648623455207695,0.04696412382608517,-0.1285359172512039,0.05556344814704998,-0.01564978715032339,0.04191673030393722,-0.09780657854604034,0.06650700424539356,0.007816631346940994,0.007816631346940994,-0.007503966093063355,0.023137228786945345,AMBIGUOUS,-0.010497904803894766,0.05318286560288792,-0.11473632138555509,0.09374051177776557,-0.01564978715032339,0.04191673030393722,-0.09780657854604034,0.06650700424539356,0.0,0.0,0.0,0.0,AMBIGUOUS,False
time_pressure_seed10_resource00_e11_t04_u1,time_pressure,10,resource,887017745,4,1,47694c2902779bf3d6faa340f74c052de6cfd1339d2e772d26c4d5438ae1a7f1,"0,1,2","0.341240316629,0.323980987072,0.334778696299",20,31,25.333333333333332,5355,3424,1931,32,0.09188304293165897,0.055006140817732745,-0.015928993071097214,0.19969507893441515,0.06317485682666302,0.038518596859428066,-0.01232159301781599,0.13867130667114203,-0.009854728821665049,0.03384063685554941,-0.07618237705854189,0.05647291941521179,AMBIGUOUS,0.10471338070154718,0.08187314941869832,-0.055757992159101516,0.26518475356219584,0.0530504509806633,0.05979748963653462,-0.06415262870694455,0.17025353066827115,-0.005062202922999859,0.005062202922999859,-0.014984120652079581,0.004859714806079864,AMBIGUOUS,False
time_pressure_seed10_resource01_e04_t04_u1,time_pressure,10,resource,887017738,4,1,5af4855aaa1c111c6fae27eb0f034cb8bb354a30b8ba76e291ca9c00f548cb7e,"0,1,3","0.331937789917,0.347695320845,0.320366859436",16,26,21.666666666666668,3084,2786,298,32,0.042236913223736336,0.05445294678243158,-0.06449086246982956,0.14896468891730225,0.0,0.0,0.0,0.0,-0.0003615915775299072,0.01649041316574122,-0.03268280138238269,0.03195961822732288,AMBIGUOUS,0.059720310794542424,0.06855497159295967,-0.07464743352765854,0.1940880551167434,0.0,0.0,0.0,0.0,-0.015559583902359009,0.013518901490967747,-0.04205663082465579,0.010937463019937775,AMBIGUOUS,False
time_pressure_seed10_resource02_e01_t04_u1,time_pressure,10,resource,887017735,4,1,6c4451f9dac39c2ec45fe3c58e0f757244356514dac5ed9245b3eecc1c2394b2,1,1,16,16,16.0,2500,1024,1476,32,-0.1015203392880346,0.06047398059009166,-0.22004934124461425,0.01700866266854506,-0.125,0.07446042464765881,-0.2709424323094113,0.020942432309411257,-0.15625,0.18975459002481035,-0.5281689964486282,0.2156689964486283,AMBIGUOUS,-0.11307986447559465,0.11707056191425963,-0.3425381658275435,0.11637843687635421,-0.125,0.07446042464765881,-0.2709424323094113,0.020942432309411257,-0.03125,0.07077302144543589,-0.16996512203305433,0.10746512203305433,AMBIGUOUS,False
time_pressure_seed10_resource03_e04_t04_u0,time_pressure,10,resource,887017738,4,0,5af4855aaa1c111c6fae27eb0f034cb8bb354a30b8ba76e291ca9c00f548cb7e,"0,1,2,3","0.24352478981,0.257091462612,0.264686942101,0.234696775675",16,26,22.25,3896,3574,322,32,0.06078507004275102,0.04107863207050825,-0.01972904881544514,0.14129918890094717,0.0,0.0,0.0,0.0,0.022509935777634382,0.02200458384350904,-0.020619048555643338,0.0656389201109121,AMBIGUOUS,0.08463495644034642,0.05786445693298986,-0.028779379148313702,0.19804929202900656,0.0,0.0,0.0,0.0,0.01884279865771532,0.021152976816637224,-0.022617035902893635,0.06030263321832428,AMBIGUOUS,False
time_pressure_seed10_resource04_e01_t04_u0,time_pressure,10,resource,887017735,4,0,6c4451f9dac39c2ec45fe3c58e0f757244356514dac5ed9245b3eecc1c2394b2,"0,1","0.521797895432,0.478202074766",16,24,20.0,3711,2048,1663,32,-0.04603050547057569,0.03247050334354282,-0.1096726920239196,0.017611681082768227,-0.033974737860262394,0.03188562133815733,-0.09647055568305077,0.028521079962525973,-0.3981391442939639,0.14124135668090282,-0.6749722033885335,-0.1213060851993944,AMBIGUOUS,-0.16589999386832638,0.06582349394747763,-0.2949140420053825,-0.036885945731270214,-0.033974737860262394,0.03188562133815733,-0.09647055568305077,0.028521079962525973,-0.11073736613616347,0.07582515123164701,-0.25935466255019163,0.03787993027786468,AMBIGUOUS,False
time_pressure_seed10_resource05_e09_t04_u1,time_pressure,10,resource,887017743,4,1,347299faf837cb311aadddc26180c9b7bba925b67cf161eef46f794bcc99b749,4,1,19,19,19.0,1382,1213,169,32,3.469446951953614e-18,0.06451819992729516,-0.1264556718574985,0.1264556718574985,0.0,0.0,0.0,0.0,0.15625,0.15133395430572233,-0.14036455043921575,0.45286455043921575,AMBIGUOUS,0.05222170440236246,0.10198314716235075,-0.147665264035845,0.2521086728405699,0.0625,0.07695699469351738,-0.08833570959929407,0.21333570959929407,0.109375,0.09973345272646453,-0.08610256734387048,0.30485256734387045,AMBIGUOUS,False
heterogeneity_pressure_seed8_safety00_e00_t23_u2,heterogeneity_pressure,8,safety,1451868365,23,2,2d5f1e4862625aa6e31fd3dd02fae3636891cdda53db968229430adbdc243863,"0,1,2,3,4","0.193481907248,0.196906805038,0.207509741187,0.199458792806,0.20264275372",2,27,16.2,2302,1838,464,32,-0.10439963473054349,0.022958175161715288,-0.14939765804750546,-0.05940161141358153,-0.08776640612632036,0.02015946372008384,-0.1272789550176847,-0.04825385723495604,0.026023284788243575,0.08585303604519857,-0.14224866586034562,0.1942952354368328,ENGAGE,-0.10439963473054349,0.022958175161715288,-0.14939765804750546,-0.05940161141358153,-0.08776640612632036,0.02015946372008384,-0.1272789550176847,-0.04825385723495604,-0.014247856079600593,0.09863965672956217,-0.20758158326954246,0.17908587111034124,ENGAGE,False
heterogeneity_pressure_seed8_safety01_e00_t23_u1,heterogeneity_pressure,8,safety,1451868365,23,1,2d5f1e4862625aa6e31fd3dd02fae3636891cdda53db968229430adbdc243863,"0,1,2,3,4","0.194617137313,0.196971639991,0.20663253963,0.199752792716,0.202025860548",2,27,16.2,2040,1644,396,32,-0.2094513172044894,0.037643749597797746,-0.28323306641617296,-0.13566956799280583,-0.1685800440609455,0.03128089377559976,-0.22989059586112104,-0.10726949226076998,0.6793679801514374,0.19368725042069057,0.2997409693268839,1.0589949909759908,ENGAGE,-0.2094513172044894,0.037643749597797746,-0.28323306641617296,-0.13566956799280583,-0.1685800440609455,0.03128089377559976,-0.22989059586112104,-0.10726949226076998,0.5680534777231517,0.21883845034880553,0.1391301150394929,0.9969768404068106,ENGAGE,False
