method,method_type,train_scenario,eval_scenario,run_index,train_seed,evaluation_seed,requested_timesteps,training_timesteps,training_seconds,model_path,episodes,avg_reward,std_reward,avg_steps,success_rate,intercept_rate,leak_rate,avg_total_damage,avg_ammo_used,avg_shots,hit_rate_per_shot,avg_invalid_actions,avg_decision_time_ms,high_threat_leak_rate,avg_zone_weighted_damage,assignment_conflict_rate,overkill_rate,damage_reduction_per_ammo,avg_resource_cost
ppo,learning,medium,damage_pressure,1,1,900,20000,20224,62.94576980000056,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\ppo_seed1.zip,50.0,-119.51003517951558,18.394929004240662,36.36,0.0,0.0,0.504,3.079134505983853,0.0,0.0,0.0,0.0,0.7410311881037037,0.504,3.079134505983853,0.0,0.0,0.0,0.0
ppo,learning,medium,heterogeneity_pressure,1,1,950,20000,20224,62.94576980000056,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\ppo_seed1.zip,50.0,-97.51618420059053,27.971718857297006,43.0,0.0,0.0,0.708,2.607206140019684,0.0,0.0,0.0,0.0,0.746688465163082,0.7549019607843137,2.607206140019684,0.0,0.0,0.0,0.0
maskable_ppo,learning,medium,easy,1,1,600,20000,20224,51.85645610000029,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\maskable_ppo_seed1.zip,50.0,-30.779906443208134,17.907860056959628,48.92,0.0,0.468,0.248,0.5886756302771917,14.72,14.72,0.1671195652173913,0.0,0.9141036794683485,0.5,0.5886756302771917,0.012413793103448275,0.014945652173913044,0.08190911478011031,18.85
maskable_ppo,learning,medium,medium,1,1,650,20000,20224,51.85645610000029,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\maskable_ppo_seed1.zip,50.0,-69.50993365504387,30.4324365658322,47.34,0.0,0.304,0.488,1.7954470639831093,13.94,13.94,0.1133428981348637,0.0,0.9905297000525299,0.46788990825688076,1.7954470639831093,0.010159651669085631,0.011477761836441894,0.08132714733968102,15.64
maskable_ppo,learning,medium,hard,1,1,700,20000,20224,51.85645610000029,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\maskable_ppo_seed1.zip,50.0,-122.67429909482226,15.958877835448137,31.7,0.0,0.196,0.572,3.03794167932232,9.28,9.28,0.10991379310344827,0.0,1.0090461198938,0.5392670157068062,3.03794167932232,0.013100436681222707,0.01293103448275862,0.12268360365700809,10.34
maskable_ppo,learning,medium,time_pressure,1,1,750,20000,20224,51.85645610000029,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\maskable_ppo_seed1.zip,50.0,-77.28033815148245,31.20151283028601,34.04,0.0,0.376,0.612,2.085755310592431,12.72,12.72,0.14937106918238993,0.0,0.9154165100014328,0.5773195876288659,2.085755310592431,0.0176,0.01729559748427673,0.10194991016603894,14.97
maskable_ppo,learning,medium,resource_pressure,1,1,800,20000,20224,51.85645610000029,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\maskable_ppo_seed1.zip,50.0,-66.37245674062859,36.78402574447023,46.42,0.0,0.248,0.492,1.7400424065817857,8.94,8.94,0.13870246085011187,0.0,0.8625667815859119,0.4537037037037037,1.7400424065817857,0.0044943820224719105,0.0044742729306487695,0.10253862686475398,10.29
maskable_ppo,learning,medium,intercept_uncertainty,1,1,850,20000,20224,51.85645610000029,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\maskable_ppo_seed1.zip,50.0,-68.15617314240231,32.37683200609404,46.6,0.0,0.288,0.492,1.6865892407489602,13.74,13.74,0.1091703056768559,0.0,0.8685327468151334,0.514018691588785,1.6865892407489602,0.0043859649122807015,0.004366812227074236,0.0710244052333204,15.36
maskable_ppo,learning,medium,damage_pressure,1,1,900,20000,20224,51.85645610000029,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\maskable_ppo_seed1.zip,50.0,-94.56392117087498,44.72042380704012,41.86,0.0,0.308,0.396,2.4179241925108585,13.26,13.26,0.12518853695324283,0.0,0.8834013378208503,0.396,2.4179241925108585,0.018461538461538463,0.0196078431372549,0.14416948241802527,15.33
maskable_ppo,learning,medium,heterogeneity_pressure,1,1,950,20000,20224,51.85645610000029,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\maskable_ppo_seed1.zip,50.0,-76.51442249740244,38.14923025409151,46.54,0.0,0.256,0.512,1.8740315502771512,14.18,14.18,0.09026798307475317,0.0,0.8604071336406413,0.5490196078431373,1.8740315502771514,0.008534850640113799,0.00846262341325811,0.06731456551912648,14.537
greedy_damage,rule,medium,easy,2,,1000,0,0,0.0,,50.0,-19.98651975513008,24.047173367256843,47.86,0.12,0.592,0.148,0.34424834224719847,18.66,18.66,0.15862808145766344,0.0,0.02494362722594848,0.23809523809523808,0.34424834224719847,0.0,0.0,0.0763222371812053,21.33
greedy_damage,rule,medium,medium,2,,1050,0,0,0.0,,50.0,-39.13141088620713,39.73245854970458,45.18,0.06,0.532,0.3,1.0509250413130493,15.84,15.84,0.16792929292929293,0.0,0.021811819384985866,0.2773109243697479,1.0509250413130493,0.0,0.0,0.1239886574777529,16.92
greedy_damage,rule,medium,hard,2,,1100,0,0,0.0,,50.0,-115.14356032999054,30.468366970921487,34.44,0.0,0.32,0.568,3.0106725862840023,11.0,11.0,0.14545454545454545,0.0,0.019410278731596068,0.5567567567567567,3.0106725862840023,0.0,0.0,0.15749220828538849,11.5
greedy_damage,rule,medium,time_pressure,2,,1150,0,0,0.0,,50.0,-34.78988935480193,49.268287251913534,31.06,0.24,0.64,0.352,1.2021591348812704,15.24,15.24,0.2099737532808399,0.0,0.025560785559300934,0.3263157894736842,1.2021591348812704,0.0,0.0,0.1496495696272163,16.62
greedy_damage,rule,medium,resource_pressure,2,,1200,0,0,0.0,,50.0,-66.06428518956047,38.48567316874815,46.72,0.0,0.288,0.512,1.7412142210466368,10.0,10.0,0.144,0.0,0.020712499993394837,0.4909090909090909,1.7412142210466368,0.0,0.0,0.10628178895548135,11.0
greedy_damage,rule,medium,intercept_uncertainty,2,,1250,0,0,0.0,,50.0,-54.23975044336759,36.01924046773691,46.22,0.02,0.404,0.384,1.3490542063451876,15.92,15.92,0.12688442211055276,0.0,0.02167100823068369,0.42574257425742573,1.3490542063451878,0.0,0.0,0.09145001384709228,16.96
greedy_damage,rule,medium,damage_pressure,2,,1300,0,0,0.0,,50.0,-79.990019113068,51.533806400930246,43.54,0.04,0.432,0.332,2.109318441672722,15.92,15.92,0.135678391959799,0.0,0.021275287089169873,0.332,2.109318441672722,0.0,0.0,0.17631642731963995,16.96
greedy_damage,rule,medium,heterogeneity_pressure,2,,1350,0,0,0.0,,50.0,-50.954710637032925,37.22090942338234,47.14,0.0,0.448,0.376,1.3447012415266186,15.94,15.94,0.14052697616060225,0.0,0.022947984742630982,0.391304347826087,1.3447012415266186,0.0,0.0,0.10436352713227894,15.385
hungarian_damage,rule,medium,easy,2,,1000,0,0,0.0,,50.0,-20.15927425124637,23.86526690977493,47.7,0.12,0.592,0.148,0.3460874386650119,18.8,18.8,0.1574468085106383,0.0,0.03376494758001326,0.23809523809523808,0.3460874386650119,0.0,0.0,0.07520806724244716,21.4
hungarian_damage,rule,medium,medium,2,,1050,0,0,0.0,,50.0,-38.683256209485045,38.950088634622915,45.14,0.06,0.536,0.3,1.0393178537048078,15.84,15.84,0.1691919191919192,0.0,0.030711475407178238,0.2773109243697479,1.0393178537048078,0.0,0.0,0.12486800506499103,16.92
hungarian_damage,rule,medium,hard,2,,1100,0,0,0.0,,50.0,-115.18197173924766,30.469735963239668,34.32,0.0,0.316,0.568,3.0084452858659523,11.0,11.0,0.14363636363636365,0.0,0.02840559439906823,0.5621621621621622,3.0084452858659523,0.0,0.0,0.15618554865428388,11.5
hungarian_damage,rule,medium,time_pressure,2,,1150,0,0,0.0,,50.0,-34.80081749056639,49.858345724116546,31.06,0.24,0.644,0.348,1.2053449917551498,15.24,15.24,0.21128608923884515,0.0,0.03193728270948466,0.3263157894736842,1.2053449917551498,0.0,0.0,0.1494405239005838,16.62
hungarian_damage,rule,medium,resource_pressure,2,,1200,0,0,0.0,,50.0,-66.18419678288238,38.4257512720953,46.72,0.0,0.284,0.512,1.7412142210466368,10.0,10.0,0.142,0.0,0.0258569349343878,0.4909090909090909,1.7412142210466368,0.0,0.0,0.10456887401247571,11.0
hungarian_damage,rule,medium,intercept_uncertainty,2,,1250,0,0,0.0,,50.0,-54.325125536126855,36.03073393587689,46.46,0.02,0.404,0.384,1.3501584877082757,15.92,15.92,0.12688442211055276,0.0,0.03212755059223802,0.42574257425742573,1.350158487708276,0.0,0.0,0.09107693443485641,16.96
hungarian_damage,rule,medium,damage_pressure,2,,1300,0,0,0.0,,50.0,-79.70037800275446,51.67805684407699,43.54,0.04,0.436,0.332,2.1054792145684176,15.92,15.92,0.13693467336683418,0.0,0.02898966468503453,0.332,2.1054792145684176,0.0,0.0,0.17818107575433054,16.96
hungarian_damage,rule,medium,heterogeneity_pressure,2,,1350,0,0,0.0,,50.0,-51.35874375059974,38.753200456270434,46.7,0.0,0.448,0.372,1.3448459528088217,15.94,15.94,0.14052697616060225,0.0,0.030733104926558678,0.391304347826087,1.3448459528088217,0.0,0.0,0.10431244870233498,15.385
ppo,learning,medium,easy,2,2,1000,20000,20224,37.289044600000125,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\ppo_seed2.zip,50.0,-39.502819710907694,17.955926221947376,49.96,0.0,0.0,0.496,1.1502273236969225,0.0,0.0,0.0,0.0,0.4182577662012379,0.38095238095238093,1.1502273236969225,0.0,0.0,0.0,0.0
ppo,learning,medium,medium,2,2,1050,20000,20224,37.289044600000125,results\air_defense_v1\task6_screening_medium_20k_3seeds\models\medium\ppo_seed2.zip,50.0,-92.7073618918081,31.00522400588795,44.32,0.0,0.0,0.676,2.425845396393603,0.0,0.0,0.0,0.0,0.47458316788463034,0.6554621848739496,2.425845396393603,0.0,0.0,0.0,0.0
