candidate_action,candidate_type,conditional_target_probability,frozen_v,mc_q_mean,mc_q_se,mc_q_std,one_step_reward_mean,paired_delta_vs_noop_mean,paired_delta_vs_noop_se,policy_probability,rollouts,sample_id,scenario,source_seed,split,state_id,unit_index
5,noop,0.0,-33.44831466674805,-9.670360753586255,2.8663015542667583,8.107125063790264,-0.2875,0.0,0.0,1.0,8,seed8/medium/episode4/step1/unit1/action5,medium,8,train,seed8/medium/episode4/step1,1
3,target,1.0,-33.44831466674805,-10.562413223981913,3.2530933913285636,9.201137587366283,-0.6,1.1209880930107725,4.683663280243702,0.23820656538009644,8,seed8/medium/episode4/step1/unit2/action3,medium,8,train,seed8/medium/episode4/step1,2
5,noop,0.0,-33.44831466674805,-11.683401316992686,4.929666776806672,13.943203227480115,-0.1,0.0,0.0,0.7617934346199036,8,seed8/medium/episode4/step1/unit2/action5,medium,8,train,seed8/medium/episode4/step1,2
5,noop,0.0,-38.55025100708008,-12.062366195636375,3.554855046867969,10.054648439102253,-0.7875000000000001,0.0,0.0,1.0,8,seed8/medium/episode4/step17/unit0/action5,medium,8,validation,seed8/medium/episode4/step17,0
0,target,0.262444876614428,-38.55025100708008,-6.020972305853562,2.723174053981332,7.702299359685846,-2.225,-0.44771777576564303,0.3652915414175001,0.07174499332904816,8,seed8/medium/episode4/step17/unit1/action0,medium,8,validation,seed8/medium/episode4/step17,1
1,target,0.3262965108590794,-38.55025100708008,-4.549280850539461,2.7037933099722653,7.647482337632839,-0.368199061344035,1.0239736795484569,0.8649466881333255,0.0892002210021019,8,seed8/medium/episode4/step17/unit1/action1,medium,8,validation,seed8/medium/episode4/step17,1
2,target,0.41125861252649265,-38.55025100708008,-4.620107166386534,2.9434949504664805,8.325460959452837,-0.9252769259165905,0.9531473637013846,3.171417865423225,0.11242645233869553,8,seed8/medium/episode4/step17/unit1/action2,medium,8,validation,seed8/medium/episode4/step17,1
5,noop,0.0,-38.55025100708008,-5.573254530087917,2.497148699949996,7.0630031174632535,-0.22499999999999998,0.0,0.0,0.726628303527832,8,seed8/medium/episode4/step17/unit1/action5,medium,8,validation,seed8/medium/episode4/step17,1
2,target,1.0,-38.55025100708008,-10.311877269420442,3.973871672523656,11.239806428826418,-1.9883290509569833,2.4415286334444604,2.2620589906888418,0.26277559995651245,8,seed8/medium/episode4/step17/unit2/action2,medium,8,validation,seed8/medium/episode4/step17,2
5,noop,0.0,-38.55025100708008,-12.753405902864905,3.716108165631504,10.510741134162954,-1.4883290509569833,0.0,0.0,0.7372244000434875,8,seed8/medium/episode4/step17/unit2/action5,medium,8,validation,seed8/medium/episode4/step17,2
5,noop,0.0,-31.04770278930664,-23.385412838510117,5.503637388337148,15.56663727394007,1.1534619892831,0.0,0.0,1.0,8,seed8/medium/episode15/step20/unit0/action5,medium,8,train,seed8/medium/episode15/step20,0
5,noop,0.0,-31.04770278930664,-28.930059971629575,5.075369203933124,14.355311924505926,-0.16249999999999998,0.0,0.0,1.0,8,seed8/medium/episode15/step20/unit1/action5,medium,8,train,seed8/medium/episode15/step20,1
3,target,1.0,-31.04770278930664,-13.946529616319978,4.514005570447823,12.767535796710023,3.5353859678493,-2.0322516396599415,2.045408704493604,0.26709166169166565,8,seed8/medium/episode15/step20/unit2/action3,medium,8,train,seed8/medium/episode15/step20,2
5,noop,0.0,-31.04770278930664,-11.914277976660038,3.020282184216338,8.542648054225161,-0.1,0.0,0.0,0.7329083681106567,8,seed8/medium/episode15/step20/unit2/action5,medium,8,train,seed8/medium/episode15/step20,2
5,noop,0.0,4.333680629730225,6.330555614693051,1.2699437236596385,3.591943274900102,-0.1,0.0,0.0,1.0,8,seed8/medium/episode7/step36/unit0/action5,medium,8,validation,seed8/medium/episode7/step36,0
5,noop,0.0,4.333680629730225,2.202897787434214,1.4722969981708809,4.164284765308912,-0.1,0.0,0.0,1.0,8,seed8/medium/episode7/step36/unit1/action5,medium,8,validation,seed8/medium/episode7/step36,1
